       wId wName                                          wCap        sId        nId
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       222 Supplier#000000056____MOROCCO                  9342         56         15
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       223 Supplier#000000056____EGYPT                    9342         56          4
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       224 Supplier#000000056____SAUDI ARABIA             9342         56         20
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       225 Supplier#000000018____ROMANIA                  9207         18         19
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       226 Supplier#000000018____CANADA                   9207         18          3
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       227 Supplier#000000018____MOROCCO                  9207         18         15
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       228 Supplier#000000097____BRAZIL                   8901         97          2
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       229 Supplier#000000097____JAPAN                    8901         97         12
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       230 Supplier#000000097____EGYPT                    8901         97          4
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       231 Supplier#000000067____CANADA                   7560         67          3
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       232 Supplier#000000067____UNITED KINGDOM           7560         67         23
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       233 Supplier#000000067____MOROCCO                  7560         67         15
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       234 Supplier#000000007____CANADA                   8523          7          3
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       235 Supplier#000000007____ROMANIA                  8523          7         19
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       236 Supplier#000000007____RUSSIA                   8523          7         22
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       237 Supplier#000000042____EGYPT                    7965         42          4
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       238 Supplier#000000042____UNITED KINGDOM           7965         42         23
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       239 Supplier#000000042____BRAZIL                   7965         42          2
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       240 Supplier#000000011____EGYPT                    8280         11          4
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       241 Supplier#000000011____ROMANIA                  8280         11         19
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       242 Supplier#000000011____ALGERIA                  8280         11          0
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       243 Supplier#000000070____INDONESIA                8010         70          9
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       244 Supplier#000000070____ROMANIA                  8010         70         19
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       245 Supplier#000000070____IRAN                     8010         70         10
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       246 Supplier#000000024____INDONESIA                8046         24          9
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       247 Supplier#000000024____ALGERIA                  8046         24          0
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       248 Supplier#000000024____IRAN                     8046         24         10
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       249 Supplier#000000017____INDONESIA                7830         17          9
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       250 Supplier#000000017____ROMANIA                  7830         17         19
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       251 Supplier#000000017____CANADA                   7830         17          3
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       252 Supplier#000000029____JAPAN                    6921         29         12
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       253 Supplier#000000029____INDONESIA                6921         29          9
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       254 Supplier#000000029____BRAZIL                   6921         29          2
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       255 Supplier#000000089____ALGERIA                  8712         89          0
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       256 Supplier#000000089____IRAN                     8712         89         10
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       257 Supplier#000000089____MOZAMBIQUE               8712         89         16
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       258 Supplier#000000064____CANADA                   9828         64          3
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       259 Supplier#000000064____IRAN                     9828         64         10
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       260 Supplier#000000064____VIETNAM                  9828         64         21
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       261 Supplier#000000043____CANADA                   8964         43          3
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       262 Supplier#000000043____BRAZIL                   8964         43          2
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       263 Supplier#000000043____ROMANIA                  8964         43         19
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       264 Supplier#000000087____EGYPT                    9513         87          4
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       265 Supplier#000000087____SAUDI ARABIA             9513         87         20
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       266 Supplier#000000087____VIETNAM                  9513         87         21
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       267 Supplier#000000079____IRAN                     8838         79         10
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       268 Supplier#000000079____ARGENTINA                8838         79          1
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       269 Supplier#000000079____INDONESIA                8838         79          9
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       270 Supplier#000000074____IRAN                     7506         74         10
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       271 Supplier#000000074____CANADA                   7506         74          3
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       272 Supplier#000000074____JAPAN                    7506         74         12
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       273 Supplier#000000085____JORDAN                   7902         85         13
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       274 Supplier#000000085____UNITED KINGDOM           7902         85         23
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       275 Supplier#000000085____JAPAN                    7902         85         12
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       276 Supplier#000000044____MOZAMBIQUE               9405         44         16
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       277 Supplier#000000044____BRAZIL                   9405         44          2
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       278 Supplier#000000044____UNITED KINGDOM           9405         44         23
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       279 Supplier#000000023____EGYPT                    7767         23          4
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       280 Supplier#000000023____IRAN                     7767         23         10
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       281 Supplier#000000023____SAUDI ARABIA             7767         23         20
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       282 Supplier#000000092____JAPAN                    7623         92         12
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       283 Supplier#000000092____ALGERIA                  7623         92          0
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       284 Supplier#000000092____ETHIOPIA                 7623         92          5
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       285 Supplier#000000091____ALGERIA                  7632         91          0
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       286 Supplier#000000091____KENYA                    7632         91         14
       287 Supplier#000000091____UNITED KINGDOM           7632         91         23
       287 Supplier#000000091____UNITED KINGDOM           7632         91         23
